,ApplicationCycle,Ethnicity,AnticipatedCompletionDate,ProgramName,CountryName,ProgramCity,ProgramRegion,ApplicationID,ProgramYear,ProgramTerm,ApplicationStatusAlias,Gender,PreferredGender,AcademicYear,StartYear
1096,Spring 2019,White,May 18 2020 12:00AM,Fordham: London Dramatic Academy,United Kingdom,London,Europe,80477,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1097,Spring 2019,White,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,80529,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1098,Spring 2019,White,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,80809,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1099,Spring 2019,White,May 18 2020 12:00AM,IFSA - IFSA Merida Universities Program,Mexico,Merida,Latin America and Caribbean,80841,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1100,Spring 2019,International student,May 18 2020 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,80886,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1101,Spring 2019,White,May 18 2020 12:00AM,Institute for Central American Development Studies - Field Program in Environment & Sustainable Development,Costa Rica,San Jose,Latin America and Caribbean,80925,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1102,Spring 2019,Ethnicity and race unknown,May 18 2020 12:00AM,IES Abroad Rome - Sociology & Religion,Italy,Rome,Europe,81042,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1103,Spring 2019,International student,May 18 2020 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,81358,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1104,Spring 2019,International student,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,81377,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1105,Spring 2019,White,May 18 2020 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg im Breisgau,Europe,81778,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1106,Spring 2019,White,May 18 2020 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,82074,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1107,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,"X - SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Fall 1)",Brazil,Sao Paulo,Latin America and Caribbean,82086,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1108,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,"X - SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Fall 1)",India,Delhi,Asia,82086,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1109,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,"X - SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Fall 1)",South Africa,Cape Town,Sub-Saharan Africa,82086,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1110,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,"X - SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Fall 1)",United States,"Washington, D.C.",North America,82086,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1111,Spring 2019,White,May 18 2020 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,82147,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1112,Spring 2019,White,May 18 2020 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,82152,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1113,Spring 2019,White,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,82155,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1114,Spring 2019,White,May 18 2020 12:00AM,IES Abroad Quito Direct Enrollment - Universidad San Francisco de Quito,Ecuador,Quito,Latin America and Caribbean,82279,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1115,Spring 2019,Ethnicity and race unknown,May 18 2020 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,82345,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1116,Spring 2019,Asian,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,82437,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1117,Spring 2019,White,May 18 2020 12:00AM,University of Minnesota: MSID Ecuador,Ecuador,Quito,Latin America and Caribbean,82492,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1118,Spring 2019,White,May 18 2020 12:00AM,X - ACM Costa Rica: Field Research,Costa Rica,San Jose,Latin America and Caribbean,82583,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1119,Spring 2019,White,May 18 2020 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,82652,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1120,Spring 2019,International student,May 18 2020 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,82658,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1121,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,"X - SIT Bolivia: Multiculturalism, Globalization, and Social Change",Bolivia,Cochabamba,Latin America and Caribbean,82683,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1122,Spring 2019,White,May 18 2020 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America and Caribbean,82690,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1123,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,82730,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1124,Spring 2019,White,May 18 2020 12:00AM,X - IES Abroad Amsterdam - Study Amsterdam,Netherlands,Amsterdam,Europe,82748,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1125,Spring 2019,Ethnicity and race unknown,May 18 2020 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America and Caribbean,82766,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1126,Spring 2019,International student,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,82768,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1127,Spring 2019,International student,May 18 2020 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,82807,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1128,Spring 2019,Asian,May 18 2020 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,82859,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1129,Spring 2019,White,May 18 2020 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,82880,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1130,Spring 2019,White,May 18 2020 12:00AM,SIT Study Abroad Morocco: Migration and Transnational Identity,Morocco,Rabat,MENA,82907,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1131,Spring 2019,White,May 18 2020 12:00AM,SIT Study Abroad Morocco: Migration and Transnational Identity,Netherlands,Amsterdam,Europe,82907,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1132,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,82937,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1133,Spring 2019,White,May 18 2020 12:00AM,CET: UW in India,India,Varanasi,Asia,82957,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1134,Spring 2019,White,May 18 2020 12:00AM,CET: UW in India,India,Varanasi,Asia,82965,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1135,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,Trinity College in Rome,Italy,Rome,Europe,82978,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1136,Spring 2019,White,May 18 2020 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,82980,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1137,Spring 2019,Asian,May 18 2020 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,82985,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1138,Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,83014,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1139,Spring 2019,White,May 18 2020 12:00AM,"DIS - Study Abroad in Stockholm, Sweden",Sweden,Stockholm,Europe,83146,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1140,Spring 2019,Ethnicity and race unknown,May 18 2020 12:00AM,X - IFSA-Butler Oxford University,United Kingdom,Oxford,Europe,83175,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1141,Spring 2019,White,May 18 2020 12:00AM,X - New York Union Semester,United States,New York,North America,83181,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1142,Spring 2019,International student,May 18 2020 12:00AM,CET Prague,Czechia,Prague,Europe,83228,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
1143,Spring 2019,International student,May 18 2020 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,83350,2019,Spring,Intend to Participate,F,NA,2018-2019,2018
1144,Spring 2019,White,May 18 2020 12:00AM,IFSA - IFSA Study in Shanghai: Social Science,China,Shanghai,Asia,83408,2019,Spring,Intend to Participate,M,NA,2018-2019,2018
